# Machine: Apple M4 Max (Mac16,6)
# macOS: 26.4.1 (25E253)
# Go: go1.26.2
# Swift: release (SwiftUIBridge, prebuilt internal/embeddedbridge/libSwiftUIBridge.dylib)
# go test -run=nothing -bench='^Benchmark(IntStateSetSame|IntStateSetChanging|BoolStateSetSame|FloatStateSetSame|DateStateSetSame|StringStateSetSame|StateGenReadHot|StateGenReadMiss|CallbackDispatch|CallbackDispatchParallel|BoolCallbackDispatch|StringCallbackDispatch|LeafText|LeafSpacer|LeafImage|ContainerBuild|ContainerBuildReuse|ContainerBuildNoReuse|ModifierChain)$' -benchmem -count=10 -benchtime=2s .
# Pre-P7 baseline: animated state setters always hop through DispatchQueue.main.async
# (3 sites in bridge_state.gen.swift). P7.γ captures this baseline so P7.β integration
# can be measured. P7.γ adds new Animated* benches post-α/β landing; this baseline
# includes only the existing non-animated hot paths that must not regress (charter §5.4).
#
goos: darwin
goarch: arm64
pkg: github.com/tmc/swiftui
cpu: Apple M4 Max
BenchmarkIntStateSetSame-16             	1000000000	         1.533 ns/op	       0 B/op	       0 allocs/op
BenchmarkContainerBuildReuse/inline_16-16         	 3254229	       740.1 ns/op	     112 B/op	       4 allocs/op
BenchmarkContainerBuildReuse/inline_16-16         	 3251118	       739.1 ns/op	     112 B/op	       4 allocs/op
BenchmarkContainerBuildReuse/inline_16-16         	 3236502	       741.4 ns/op	     112 B/op	       4 allocs/op
BenchmarkContainerBuildReuse/inline_16-16         	 3244692	       740.7 ns/op	     112 B/op	       4 allocs/op
BenchmarkContainerBuildReuse/inline_16-16         	 3208222	       743.7 ns/op	     112 B/op	       4 allocs/op
BenchmarkContainerBuildNoReuse-16                 	 2637358	       903.8 ns/op	     112 B/op	       4 allocs/op
BenchmarkContainerBuildNoReuse-16                 	 2652223	       905.5 ns/op	     112 B/op	       4 allocs/op
BenchmarkContainerBuildNoReuse-16                 	 2671006	       900.1 ns/op	     112 B/op	       4 allocs/op
BenchmarkContainerBuildNoReuse-16                 	 2673722	       898.9 ns/op	     112 B/op	       4 allocs/op
BenchmarkContainerBuildNoReuse-16                 	 2660090	       906.7 ns/op	     112 B/op	       4 allocs/op
BenchmarkContainerBuildNoReuse-16                 	 2645727	       907.4 ns/op	     112 B/op	       4 allocs/op
BenchmarkContainerBuildNoReuse-16                 	 2647540	       907.8 ns/op	     112 B/op	       4 allocs/op
BenchmarkContainerBuildNoReuse-16                 	 2580464	       957.3 ns/op	     112 B/op	       4 allocs/op
BenchmarkContainerBuildNoReuse-16                 	 2164940	      1022 ns/op	     112 B/op	       4 allocs/op
BenchmarkContainerBuildNoReuse-16                 	 1453628	      1649 ns/op	     112 B/op	       4 allocs/op
BenchmarkModifierChain/1-16                       	 3008769	       859.6 ns/op	     120 B/op	       5 allocs/op
BenchmarkModifierChain/1-16                       	 5171760	       509.4 ns/op	     120 B/op	       5 allocs/op
BenchmarkModifierChain/1-16                       	 5669251	       421.5 ns/op	     120 B/op	       5 allocs/op
BenchmarkModifierChain/1-16                       	 5682864	       424.2 ns/op	     120 B/op	       5 allocs/op
BenchmarkModifierChain/1-16                       	 5705515	       422.4 ns/op	     120 B/op	       5 allocs/op
BenchmarkModifierChain/1-16                       	 5681206	       422.1 ns/op	     120 B/op	       5 allocs/op
BenchmarkModifierChain/1-16                       	 5337549	       481.3 ns/op	     120 B/op	       5 allocs/op
BenchmarkModifierChain/1-16                       	 4778930	       425.2 ns/op	     120 B/op	       5 allocs/op
BenchmarkModifierChain/1-16                       	 5673974	       435.0 ns/op	     120 B/op	       5 allocs/op
BenchmarkModifierChain/1-16                       	 5652834	       587.4 ns/op	     120 B/op	       5 allocs/op
BenchmarkModifierChain/5-16                       	 1000000	      2846 ns/op	      72 B/op	       2 allocs/op
BenchmarkModifierChain/5-16                       	  944594	      2923 ns/op	      72 B/op	       2 allocs/op
BenchmarkModifierChain/5-16                       	  768658	      2851 ns/op	      72 B/op	       2 allocs/op
BenchmarkModifierChain/5-16                       	  945264	      2153 ns/op	      72 B/op	       2 allocs/op
BenchmarkModifierChain/5-16                       	 1583120	      1521 ns/op	      72 B/op	       2 allocs/op
BenchmarkModifierChain/5-16                       	 1579708	      1524 ns/op	      72 B/op	       2 allocs/op
BenchmarkModifierChain/5-16                       	 1575968	      1523 ns/op	      72 B/op	       2 allocs/op
BenchmarkModifierChain/5-16                       	 1567548	      2803 ns/op	      72 B/op	       2 allocs/op
BenchmarkModifierChain/5-16                       	 1000000	      2774 ns/op	      72 B/op	       2 allocs/op
BenchmarkModifierChain/5-16                       	  905616	      2966 ns/op	      72 B/op	       2 allocs/op
BenchmarkModifierChain/10-16                      	  668048	      3173 ns/op	      72 B/op	       2 allocs/op
BenchmarkModifierChain/10-16                      	  861102	      2830 ns/op	      72 B/op	       2 allocs/op
BenchmarkModifierChain/10-16                      	  843420	      2847 ns/op	      72 B/op	       2 allocs/op
BenchmarkModifierChain/10-16                      	  851770	      2828 ns/op	      72 B/op	       2 allocs/op
BenchmarkModifierChain/10-16                      	  831392	      2834 ns/op	      72 B/op	       2 allocs/op
BenchmarkModifierChain/10-16                      	  837752	      2852 ns/op	      72 B/op	       2 allocs/op
BenchmarkModifierChain/10-16                      	  880563	      2829 ns/op	      72 B/op	       2 allocs/op
BenchmarkModifierChain/10-16                      	  832843	      2841 ns/op	      72 B/op	       2 allocs/op
BenchmarkModifierChain/10-16                      	  842594	      2813 ns/op	      72 B/op	       2 allocs/op
BenchmarkModifierChain/10-16                      	  844593	      2801 ns/op	      72 B/op	       2 allocs/op
PASS
ok  	github.com/tmc/swiftui	844.899s
