# Machine: Apple M4 Max (Mac16,6)
# macOS: 26.4.1 (25E253)
# Go: go1.26.2
# Swift: release (SwiftUIBridge, rebuilt from internal/swift with P7 α+β+α-follow-up integrated)
#
# Non-animated benches (match baseline runner):
#   go test -run=nothing -bench='^Benchmark(IntStateSetSame|IntStateSetChanging|BoolStateSetSame|FloatStateSetSame|DateStateSetSame|StringStateSetSame|StateGenReadHot|StateGenReadMiss|CallbackDispatch|CallbackDispatchParallel|BoolCallbackDispatch|StringCallbackDispatch|LeafText|LeafSpacer|LeafImage|ContainerBuild|ContainerBuildReuse|ContainerBuildNoReuse|ModifierChain)$' -benchmem -count=10 -benchtime=2s .
#
# Animated + Coalesce benches (new; shorter benchtime to cap pending-writes retention):
#   go test -run=nothing -bench='^Benchmark(AnimatedStateSetSerial|AnimatedStateSetParallel|AnimatedStateSetInline|CoalesceUpperBound|CoalesceRatio)$' -benchmem -count=10 -benchtime=500ms .
#
# Rationale for split runs: the new Animated/Coalesce benches route Set
# calls through the Swift-side BridgeCommandQueue enqueue path. Go's
# test harness does not drive the main-thread runloop, so the Swift
# queue's pending-writes map accumulates across the whole bench run.
# At -benchtime=2s × 10 × many sub-benchmarks, the retained-closure
# footprint crosses available memory; -benchtime=500ms keeps it
# bounded while still delivering ≥10 samples per sub-benchmark.
#
# Post-P7: animated-state setters route through BridgeCommandQueue
# (α primitive, β integration, α follow-up @_cdecl C-ABI counter
# accessors). Off-main callers enqueue with a single armed flush per
# frame; main-thread callers apply inline inside withAnimation. New
# AnimatedState* and Coalesce* benches report coalescedWrites and
# mainHops counters via SwiftUIDebug.Stats() for the charter §5 exit
# #3 ratio gate. Non-animated benches (IntStateSetSame,
# CallbackDispatch*, LeafText, ModifierChain, etc.) must match the
# bench-p7-before.txt baseline within noise (charter §5 exit #4).
#
# Note: Go bench harness runs off the main OS thread, so mainHops
# stays zero within a bench window and the coalesceRatio metric is
# reported as NaN (unreported). The flagship-example counter reading
# is the ground-truth ratio; see P7.γ summary.
#
goos: darwin
goarch: arm64
pkg: github.com/tmc/swiftui
cpu: Apple M4 Max
BenchmarkIntStateSetSame-16             	1000000000	         1.534 ns/op	       0 B/op	       0 allocs/op
BenchmarkContainerBuildReuse/shallow_2-16         	 4312885	       558.8 ns/op	     112 B/op	       4 allocs/op
BenchmarkContainerBuildReuse/shallow_2-16         	 4320184	       554.7 ns/op	     112 B/op	       4 allocs/op
BenchmarkContainerBuildReuse/shallow_2-16         	 4319331	       557.4 ns/op	     112 B/op	       4 allocs/op
BenchmarkContainerBuildReuse/shallow_2-16         	 4271992	       556.0 ns/op	     112 B/op	       4 allocs/op
BenchmarkContainerBuildReuse/shallow_2-16         	 4330320	       555.9 ns/op	     112 B/op	       4 allocs/op
BenchmarkContainerBuildReuse/medium_8-16          	 3890338	       620.1 ns/op	     112 B/op	       4 allocs/op
BenchmarkContainerBuildReuse/medium_8-16          	 3860098	       621.1 ns/op	     112 B/op	       4 allocs/op
BenchmarkContainerBuildReuse/medium_8-16          	 3882590	       620.9 ns/op	     112 B/op	       4 allocs/op
BenchmarkContainerBuildReuse/medium_8-16          	 3877572	       626.8 ns/op	     112 B/op	       4 allocs/op
BenchmarkContainerBuildReuse/medium_8-16          	 3863859	       623.3 ns/op	     112 B/op	       4 allocs/op
BenchmarkContainerBuildReuse/medium_8-16          	 3868694	       621.2 ns/op	     112 B/op	       4 allocs/op
BenchmarkContainerBuildReuse/medium_8-16          	 3877105	       622.0 ns/op	     112 B/op	       4 allocs/op
BenchmarkContainerBuildReuse/medium_8-16          	 3866878	       623.3 ns/op	     112 B/op	       4 allocs/op
BenchmarkContainerBuildReuse/medium_8-16          	 3877722	       622.4 ns/op	     112 B/op	       4 allocs/op
BenchmarkContainerBuildReuse/medium_8-16          	 3878763	       621.7 ns/op	     112 B/op	       4 allocs/op
BenchmarkContainerBuildReuse/inline_16-16         	 3415694	       702.6 ns/op	     112 B/op	       4 allocs/op
BenchmarkContainerBuildReuse/inline_16-16         	 3416641	       699.5 ns/op	     112 B/op	       4 allocs/op
BenchmarkContainerBuildReuse/inline_16-16         	 3403183	       701.9 ns/op	     112 B/op	       4 allocs/op
BenchmarkContainerBuildReuse/inline_16-16         	 3422511	       703.2 ns/op	     112 B/op	       4 allocs/op
BenchmarkContainerBuildReuse/inline_16-16         	 3419152	       700.8 ns/op	     112 B/op	       4 allocs/op
BenchmarkContainerBuildReuse/inline_16-16         	 3442123	       701.6 ns/op	     112 B/op	       4 allocs/op
BenchmarkContainerBuildReuse/inline_16-16         	 3426264	       700.9 ns/op	     112 B/op	       4 allocs/op
BenchmarkContainerBuildReuse/inline_16-16         	 3408463	       699.9 ns/op	     112 B/op	       4 allocs/op
BenchmarkContainerBuildReuse/inline_16-16         	 3424450	       698.4 ns/op	     112 B/op	       4 allocs/op
BenchmarkContainerBuildReuse/inline_16-16         	 3401640	       701.5 ns/op	     112 B/op	       4 allocs/op
BenchmarkContainerBuildNoReuse-16                 	 2785021	       862.0 ns/op	     112 B/op	       4 allocs/op
BenchmarkContainerBuildNoReuse-16                 	 2779344	       860.1 ns/op	     112 B/op	       4 allocs/op
BenchmarkContainerBuildNoReuse-16                 	 2784351	       865.5 ns/op	     112 B/op	       4 allocs/op
BenchmarkContainerBuildNoReuse-16                 	 2793283	       862.5 ns/op	     112 B/op	       4 allocs/op
BenchmarkContainerBuildNoReuse-16                 	 2782726	       860.2 ns/op	     112 B/op	       4 allocs/op
BenchmarkContainerBuildNoReuse-16                 	 2744726	       863.5 ns/op	     112 B/op	       4 allocs/op
BenchmarkContainerBuildNoReuse-16                 	 2787897	       857.6 ns/op	     112 B/op	       4 allocs/op
BenchmarkContainerBuildNoReuse-16                 	 2791641	       858.5 ns/op	     112 B/op	       4 allocs/op
BenchmarkContainerBuildNoReuse-16                 	 2786544	       860.6 ns/op	     112 B/op	       4 allocs/op
BenchmarkContainerBuildNoReuse-16                 	 2805178	       860.5 ns/op	     112 B/op	       4 allocs/op
BenchmarkModifierChain/1-16                       	 5713651	       421.4 ns/op	     120 B/op	       5 allocs/op
BenchmarkModifierChain/1-16                       	 5713172	       424.0 ns/op	     120 B/op	       5 allocs/op
BenchmarkModifierChain/1-16                       	 5747445	       420.0 ns/op	     120 B/op	       5 allocs/op
BenchmarkModifierChain/1-16                       	 5720006	       419.4 ns/op	     120 B/op	       5 allocs/op
BenchmarkModifierChain/1-16                       	 5721388	       419.0 ns/op	     120 B/op	       5 allocs/op
BenchmarkModifierChain/1-16                       	 5737465	       418.0 ns/op	     120 B/op	       5 allocs/op
BenchmarkModifierChain/1-16                       	 5728938	       417.8 ns/op	     120 B/op	       5 allocs/op
BenchmarkModifierChain/1-16                       	 5690732	       421.6 ns/op	     120 B/op	       5 allocs/op
BenchmarkModifierChain/1-16                       	 5710881	       420.8 ns/op	     120 B/op	       5 allocs/op
BenchmarkModifierChain/1-16                       	 5721193	       419.1 ns/op	     120 B/op	       5 allocs/op
BenchmarkModifierChain/5-16                       	 1598875	      1500 ns/op	      72 B/op	       2 allocs/op
BenchmarkModifierChain/5-16                       	 1607380	      1491 ns/op	      72 B/op	       2 allocs/op
BenchmarkModifierChain/5-16                       	 1598816	      1502 ns/op	      72 B/op	       2 allocs/op
BenchmarkModifierChain/5-16                       	 1589792	      1516 ns/op	      72 B/op	       2 allocs/op
BenchmarkModifierChain/5-16                       	 1606850	      1513 ns/op	      72 B/op	       2 allocs/op
BenchmarkModifierChain/5-16                       	 1578546	      1502 ns/op	      72 B/op	       2 allocs/op
BenchmarkModifierChain/5-16                       	 1605795	      1497 ns/op	      72 B/op	       2 allocs/op
BenchmarkModifierChain/5-16                       	 1607404	      1498 ns/op	      72 B/op	       2 allocs/op
BenchmarkModifierChain/5-16                       	 1592370	      1494 ns/op	      72 B/op	       2 allocs/op
BenchmarkModifierChain/5-16                       	 1600300	      1497 ns/op	      72 B/op	       2 allocs/op
BenchmarkModifierChain/10-16                      	  897872	      2730 ns/op	      72 B/op	       2 allocs/op
BenchmarkModifierChain/10-16                      	  887414	      2716 ns/op	      72 B/op	       2 allocs/op
BenchmarkModifierChain/10-16                      	  894795	      2715 ns/op	      72 B/op	       2 allocs/op
BenchmarkModifierChain/10-16                      	  875394	      2716 ns/op	      72 B/op	       2 allocs/op
BenchmarkModifierChain/10-16                      	  874905	      2715 ns/op	      72 B/op	       2 allocs/op
BenchmarkModifierChain/10-16                      	  876016	      2722 ns/op	      72 B/op	       2 allocs/op
BenchmarkModifierChain/10-16                      	  885555	      2709 ns/op	      72 B/op	       2 allocs/op
BenchmarkModifierChain/10-16                      	  909510	      2711 ns/op	      72 B/op	       2 allocs/op
BenchmarkModifierChain/10-16                      	  882495	      2706 ns/op	      72 B/op	       2 allocs/op
BenchmarkModifierChain/10-16                      	  881817	      2715 ns/op	      72 B/op	       2 allocs/op
PASS
ok  	github.com/tmc/swiftui	821.177s

# --- New P7 benches (Animated* + Coalesce*): separate run with -benchtime=500ms ---
goos: darwin
goarch: arm64
pkg: github.com/tmc/swiftui
cpu: Apple M4 Max
BenchmarkAnimatedStateSetSerial/single_kind-16         	 2031769	       291.5 ns/op	      96 B/op	       4 allocs/op
BenchmarkAnimatedStateSetSerial/single_kind-16         	 2049314	       288.6 ns/op	      96 B/op	       4 allocs/op
BenchmarkAnimatedStateSetSerial/single_kind-16         	 2012397	       289.6 ns/op	      96 B/op	       4 allocs/op
BenchmarkAnimatedStateSetSerial/single_kind-16         	 2081554	       288.3 ns/op	      96 B/op	       4 allocs/op
BenchmarkAnimatedStateSetSerial/single_kind-16         	 1943772	       289.9 ns/op	      96 B/op	       4 allocs/op
BenchmarkAnimatedStateSetSerial/single_kind-16         	 2069850	       290.0 ns/op	      96 B/op	       4 allocs/op
BenchmarkAnimatedStateSetSerial/single_kind-16         	 2080016	       289.0 ns/op	      96 B/op	       4 allocs/op
BenchmarkAnimatedStateSetSerial/single_kind-16         	 2075335	       291.1 ns/op	      96 B/op	       4 allocs/op
BenchmarkAnimatedStateSetSerial/single_kind-16         	 1838293	       289.1 ns/op	      96 B/op	       4 allocs/op
BenchmarkAnimatedStateSetSerial/single_kind-16         	 2082668	       289.0 ns/op	      96 B/op	       4 allocs/op
BenchmarkAnimatedStateSetSerial/two_kinds-16           	 2075196	       288.9 ns/op	      96 B/op	       4 allocs/op
BenchmarkAnimatedStateSetSerial/two_kinds-16           	 2079398	       288.4 ns/op	      96 B/op	       4 allocs/op
BenchmarkAnimatedStateSetSerial/two_kinds-16           	 2076303	       288.1 ns/op	      96 B/op	       4 allocs/op
BenchmarkAnimatedStateSetSerial/two_kinds-16           	 2082422	       288.9 ns/op	      96 B/op	       4 allocs/op
BenchmarkAnimatedStateSetSerial/two_kinds-16           	 2060595	       288.9 ns/op	      96 B/op	       4 allocs/op
BenchmarkAnimatedStateSetSerial/two_kinds-16           	 2080245	       289.0 ns/op	      96 B/op	       4 allocs/op
BenchmarkAnimatedStateSetSerial/two_kinds-16           	 2071558	       289.4 ns/op	      96 B/op	       4 allocs/op
BenchmarkAnimatedStateSetSerial/two_kinds-16           	 2068420	       290.2 ns/op	      96 B/op	       4 allocs/op
BenchmarkAnimatedStateSetSerial/two_kinds-16           	 2043079	       294.5 ns/op	      96 B/op	       4 allocs/op
BenchmarkAnimatedStateSetSerial/two_kinds-16           	 2077783	       290.5 ns/op	      96 B/op	       4 allocs/op
BenchmarkAnimatedStateSetSerial/four_kinds-16          	 2056429	       291.0 ns/op	      96 B/op	       4 allocs/op
BenchmarkAnimatedStateSetSerial/four_kinds-16          	 2060091	       291.2 ns/op	      96 B/op	       4 allocs/op
BenchmarkAnimatedStateSetSerial/four_kinds-16          	 2031111	       291.2 ns/op	      96 B/op	       4 allocs/op
BenchmarkAnimatedStateSetSerial/four_kinds-16          	 2068003	       290.9 ns/op	      96 B/op	       4 allocs/op
BenchmarkAnimatedStateSetSerial/four_kinds-16          	 2023244	       290.9 ns/op	      96 B/op	       4 allocs/op
BenchmarkAnimatedStateSetSerial/four_kinds-16          	 2058117	       325.7 ns/op	      96 B/op	       4 allocs/op
BenchmarkAnimatedStateSetSerial/four_kinds-16          	 2067714	       291.1 ns/op	      96 B/op	       4 allocs/op
BenchmarkAnimatedStateSetSerial/four_kinds-16          	 2064500	       291.1 ns/op	      96 B/op	       4 allocs/op
BenchmarkAnimatedStateSetSerial/four_kinds-16          	 1974396	       291.3 ns/op	      96 B/op	       4 allocs/op
BenchmarkAnimatedStateSetSerial/four_kinds-16          	 2072216	       290.4 ns/op	      96 B/op	       4 allocs/op
BenchmarkAnimatedStateSetParallel/single_kind-16       	  867103	       670.9 ns/op	      96 B/op	       4 allocs/op
BenchmarkAnimatedStateSetParallel/single_kind-16       	 1000000	       656.1 ns/op	      96 B/op	       4 allocs/op
BenchmarkAnimatedStateSetParallel/single_kind-16       	  943599	       641.3 ns/op	      96 B/op	       4 allocs/op
BenchmarkAnimatedStateSetParallel/single_kind-16       	  918670	       654.2 ns/op	      96 B/op	       4 allocs/op
BenchmarkAnimatedStateSetParallel/single_kind-16       	  884644	       631.8 ns/op	      96 B/op	       4 allocs/op
BenchmarkAnimatedStateSetParallel/single_kind-16       	  915366	       656.5 ns/op	      96 B/op	       4 allocs/op
BenchmarkAnimatedStateSetParallel/single_kind-16       	  949472	       636.8 ns/op	      96 B/op	       4 allocs/op
BenchmarkAnimatedStateSetParallel/single_kind-16       	 1000000	       653.8 ns/op	      96 B/op	       4 allocs/op
BenchmarkAnimatedStateSetParallel/single_kind-16       	  947318	       645.8 ns/op	      96 B/op	       4 allocs/op
BenchmarkAnimatedStateSetParallel/single_kind-16       	  952342	       646.7 ns/op	      96 B/op	       4 allocs/op
BenchmarkAnimatedStateSetParallel/two_kinds-16         	  951429	       657.5 ns/op	      96 B/op	       4 allocs/op
BenchmarkAnimatedStateSetParallel/two_kinds-16         	  936334	       679.6 ns/op	      96 B/op	       4 allocs/op
BenchmarkAnimatedStateSetParallel/two_kinds-16         	  901752	       638.4 ns/op	      96 B/op	       4 allocs/op
BenchmarkAnimatedStateSetParallel/two_kinds-16         	  941102	       640.6 ns/op	      96 B/op	       4 allocs/op
BenchmarkAnimatedStateSetParallel/two_kinds-16         	  962077	       656.3 ns/op	      96 B/op	       4 allocs/op
BenchmarkAnimatedStateSetParallel/two_kinds-16         	  893688	       666.1 ns/op	      96 B/op	       4 allocs/op
BenchmarkAnimatedStateSetParallel/two_kinds-16         	  995395	       672.4 ns/op	      96 B/op	       4 allocs/op
BenchmarkAnimatedStateSetParallel/two_kinds-16         	  765052	       669.8 ns/op	      96 B/op	       4 allocs/op
BenchmarkAnimatedStateSetParallel/two_kinds-16         	  966850	       646.4 ns/op	      96 B/op	       4 allocs/op
BenchmarkAnimatedStateSetParallel/two_kinds-16         	  936780	       658.0 ns/op	      96 B/op	       4 allocs/op
BenchmarkAnimatedStateSetParallel/four_kinds-16        	  941059	       704.1 ns/op	      96 B/op	       4 allocs/op
BenchmarkAnimatedStateSetParallel/four_kinds-16        	  928785	       692.8 ns/op	      96 B/op	       4 allocs/op
BenchmarkAnimatedStateSetParallel/four_kinds-16        	  863836	       692.1 ns/op	      96 B/op	       4 allocs/op
BenchmarkAnimatedStateSetParallel/four_kinds-16        	  899870	       683.6 ns/op	      96 B/op	       4 allocs/op
BenchmarkAnimatedStateSetParallel/four_kinds-16        	  826009	       684.8 ns/op	      96 B/op	       4 allocs/op
BenchmarkAnimatedStateSetParallel/four_kinds-16        	  938391	       657.5 ns/op	      96 B/op	       4 allocs/op
BenchmarkAnimatedStateSetParallel/four_kinds-16        	  926193	       682.3 ns/op	      96 B/op	       4 allocs/op
BenchmarkAnimatedStateSetParallel/four_kinds-16        	  866623	       674.1 ns/op	      96 B/op	       4 allocs/op
BenchmarkAnimatedStateSetParallel/four_kinds-16        	  861634	       677.0 ns/op	      96 B/op	       4 allocs/op
BenchmarkAnimatedStateSetParallel/four_kinds-16        	  871153	       700.5 ns/op	      96 B/op	       4 allocs/op
BenchmarkAnimatedStateSetInline-16                     	260677692	         2.303 ns/op	       0 B/op	       0 allocs/op
BenchmarkAnimatedStateSetInline-16                     	260760536	         2.302 ns/op	       0 B/op	       0 allocs/op
BenchmarkAnimatedStateSetInline-16                     	260705253	         2.304 ns/op	       0 B/op	       0 allocs/op
BenchmarkAnimatedStateSetInline-16                     	260753170	         2.300 ns/op	       0 B/op	       0 allocs/op
BenchmarkAnimatedStateSetInline-16                     	260703696	         2.302 ns/op	       0 B/op	       0 allocs/op
BenchmarkAnimatedStateSetInline-16                     	260693172	         2.301 ns/op	       0 B/op	       0 allocs/op
BenchmarkAnimatedStateSetInline-16                     	260841495	         2.303 ns/op	       0 B/op	       0 allocs/op
BenchmarkAnimatedStateSetInline-16                     	260742688	         2.302 ns/op	       0 B/op	       0 allocs/op
BenchmarkAnimatedStateSetInline-16                     	260666887	         2.305 ns/op	       0 B/op	       0 allocs/op
BenchmarkAnimatedStateSetInline-16                     	260718282	         2.305 ns/op	       0 B/op	       0 allocs/op
BenchmarkCoalesceUpperBound-16                         	   64053	      9275 ns/op	   2049696 coalescedWrites	         0 mainHops	    3074 B/op	     128 allocs/op
BenchmarkCoalesceUpperBound-16                         	   64980	      9315 ns/op	   2079360 coalescedWrites	         0 mainHops	    3074 B/op	     128 allocs/op
BenchmarkCoalesceUpperBound-16                         	   64057	      9290 ns/op	   2049824 coalescedWrites	         0 mainHops	    3074 B/op	     128 allocs/op
BenchmarkCoalesceUpperBound-16                         	   65378	      9319 ns/op	   2092096 coalescedWrites	         0 mainHops	    3074 B/op	     128 allocs/op
BenchmarkCoalesceUpperBound-16                         	   62364	      9343 ns/op	   1995648 coalescedWrites	         0 mainHops	    3074 B/op	     128 allocs/op
BenchmarkCoalesceUpperBound-16                         	   63775	      9307 ns/op	   2040800 coalescedWrites	         0 mainHops	    3074 B/op	     128 allocs/op
BenchmarkCoalesceUpperBound-16                         	   65173	      9307 ns/op	   2085536 coalescedWrites	         0 mainHops	    3074 B/op	     128 allocs/op
BenchmarkCoalesceUpperBound-16                         	   64202	      9544 ns/op	   2054464 coalescedWrites	         0 mainHops	    3074 B/op	     128 allocs/op
BenchmarkCoalesceUpperBound-16                         	   55038	      9387 ns/op	   1761216 coalescedWrites	         0 mainHops	    3074 B/op	     128 allocs/op
BenchmarkCoalesceUpperBound-16                         	   65040	      9323 ns/op	   2081280 coalescedWrites	         0 mainHops	    3074 B/op	     128 allocs/op
BenchmarkCoalesceRatio-16                              	      37	  16952068 ns/op	       370.0 coalescedWrites	         0 mainHops	        10.00 writesPerFrame	    1291 B/op	      49 allocs/op
BenchmarkCoalesceRatio-16                              	      34	  17026958 ns/op	       340.0 coalescedWrites	         0 mainHops	        10.00 writesPerFrame	    1312 B/op	      49 allocs/op
BenchmarkCoalesceRatio-16                              	      34	  17038795 ns/op	       340.0 coalescedWrites	         0 mainHops	        10.00 writesPerFrame	    1306 B/op	      49 allocs/op
BenchmarkCoalesceRatio-16                              	      34	  17006592 ns/op	       340.0 coalescedWrites	         0 mainHops	        10.00 writesPerFrame	    1289 B/op	      49 allocs/op
BenchmarkCoalesceRatio-16                              	      34	  16945902 ns/op	       340.0 coalescedWrites	         0 mainHops	        10.00 writesPerFrame	    1286 B/op	      49 allocs/op
BenchmarkCoalesceRatio-16                              	      34	  17034933 ns/op	       340.0 coalescedWrites	         0 mainHops	        10.00 writesPerFrame	    1283 B/op	      49 allocs/op
BenchmarkCoalesceRatio-16                              	      34	  16996888 ns/op	       340.0 coalescedWrites	         0 mainHops	        10.00 writesPerFrame	    1318 B/op	      49 allocs/op
BenchmarkCoalesceRatio-16                              	      34	  17017935 ns/op	       340.0 coalescedWrites	         0 mainHops	        10.00 writesPerFrame	    1273 B/op	      49 allocs/op
BenchmarkCoalesceRatio-16                              	      34	  17025752 ns/op	       340.0 coalescedWrites	         0 mainHops	        10.00 writesPerFrame	    1308 B/op	      49 allocs/op
BenchmarkCoalesceRatio-16                              	      34	  17005526 ns/op	       340.0 coalescedWrites	         0 mainHops	        10.00 writesPerFrame	    1318 B/op	      49 allocs/op
PASS
ok  	github.com/tmc/swiftui	71.391s
